customer_id,customer_name,company_name,city,country_code,region,segment,registration_date,credit_limit
K00266,Moritz Meyer,Meyer ,Frankfurt,DE,Süd,Mittelstand,2022-02-12,28587.63864693489
K00267,Lukas Schmidt,Schmidt AG,Linz,AT,Ost,Enterprise,2022-12-11,29362.284662910686
K00268,Jonas Wagner,,Luzern,CH,Deutschschweiz,Privatkunde,2022-03-24,755.9971378249977
K00269,Julia Müller,,Hamburg,DE,West,Privatkunde,2022-09-17,1449.7844390201963
K00270,Paul Fischer,Fischer e.K.,Köln,DE,West,Mittelstand,2022-05-04,35440.47655748204
K00271,Emma Schneider,Schneider KG,Innsbruck,AT,West,Kleinunternehmen,2022-04-02,6112.261349011467
K00272,Anna Koch,Koch ,Stuttgart,DE,Nord,Enterprise,2022-09-03,84275.3301895111
K00273,Leon Müller,Müller ,Düsseldorf,DE,Süd,Mittelstand,2022-08-01,35029.10097864302
K00274,Emma Fischer,Fischer GmbH,Köln,DE,Süd,Enterprise,2024-09-21,44938.83524907351
K00275,Leon Schäfer,Schäfer e.K.,Köln,DE,Ost,Mittelstand,2023-06-30,19740.2778067018
K00276,Paul Meyer,,Linz,AT,Ost,Privatkunde,2023-07-08,1677.5248157555852
K00277,Jonas Hoffmann,,Zürich,CH,Romandie,Privatkunde,2022-05-09,1713.325192454492
K00278,Emma Bauer,,Berlin,DE,Süd,Privatkunde,2022-08-20,1192.2161969371011
K00279,Laura Müller,,München,DE,Ost,Privatkunde,2022-03-20,1834.0863741932662
K00280,Max Wagner,,Hamburg,DE,Nord,Privatkunde,2022-04-11,571.7462305911582
K00281,Lukas Becker,,Düsseldorf,DE,West,Privatkunde,2023-04-28,518.1627128523312
K00282,Sarah Fischer,Fischer KG,Luzern,CH,Romandie,Kleinunternehmen,2023-03-12,8309.901483858863
K00283,Leon Weber,Weber AG,Salzburg,AT,Ost,Mittelstand,2023-07-04,12478.529903778059
K00284,Laura Hoffmann,,Berlin,DE,West,Privatkunde,2022-11-25,1072.9094594793437
K00285,Sarah Hoffmann,,Berlin,DE,Ost,Privatkunde,2022-06-18,1939.7397771138935
K00286,Julia Koch,,München,DE,Süd,Privatkunde,2023-05-03,670.9349520714758
K00287,Max Becker,Becker AG,München,DE,West,Enterprise,2022-07-02,32125.877424422848
K00288,Sophie Fischer,Fischer ,Nürnberg,DE,Nord,Mittelstand,2022-06-21,15924.11469579812
K00289,Sarah Wagner,,Luzern,CH,Deutschschweiz,Privatkunde,2022-02-08,1769.7715080354171
K00290,Leon Becker,,Bern,CH,Deutschschweiz,Privatkunde,2022-10-29,1592.7360157424198
K00291,Marie Meyer,Meyer KG,Salzburg,AT,West,Mittelstand,2022-12-11,38121.64199491357
K00292,Moritz Fischer,Fischer KG,München,DE,Süd,Mittelstand,2023-07-16,16405.340989320157
K00293,Tim Weber,,Leipzig,DE,Ost,Privatkunde,2023-12-02,1615.1356791149142
K00294,Sarah Wagner,Wagner e.K.,Stuttgart,DE,West,Mittelstand,2023-01-02,36314.15324534212
K00295,Laura Müller,Müller e.K.,Leipzig,DE,Süd,Kleinunternehmen,2022-09-18,9110.88084756266
K00296,Anna Koch,,Hamburg,DE,Ost,Privatkunde,2023-04-18,1332.6274239534293
K00297,Emma Hoffmann,,Linz,AT,Ost,Privatkunde,2023-05-15,1286.2387560892435
K00298,Sarah Hoffmann,,Graz,AT,West,Privatkunde,2023-02-22,1638.0145851665072
K00299,Laura Schneider,Schneider ,Linz,AT,Ost,Kleinunternehmen,2023-11-29,5262.321478801363
K00300,Lukas Schäfer,,Frankfurt,DE,Süd,Privatkunde,2024-03-15,1494.5630067507382
K00301,Sarah Fischer,Fischer e.K.,Düsseldorf,DE,Nord,Enterprise,2022-02-26,54075.519606279566
K00302,Lukas Becker,Becker ,Düsseldorf,DE,Ost,Kleinunternehmen,2022-12-02,4190.790665977704
K00303,Moritz Bauer,,Graz,AT,West,Privatkunde,2022-03-01,983.1620063437782
K00304,Julia Schäfer,,Hamburg,DE,Süd,Privatkunde,2024-09-24,814.7629922846141
K00305,Sarah Wagner,Wagner GmbH,Linz,AT,West,Kleinunternehmen,2022-07-02,4268.931993577653
K00306,Moritz Koch,,Berlin,DE,West,Privatkunde,2024-04-04,1899.6699970153365
K00307,Emma Koch,,Berlin,DE,Süd,Privatkunde,2023-02-03,1114.8573345444324
K00308,Emma Weber,Weber GmbH,Linz,AT,Ost,Kleinunternehmen,2023-05-15,5216.765812392164
K00309,Paul Meyer,,Berlin,DE,Süd,Privatkunde,2024-04-28,1894.4253843135264
K00310,Lena Schneider,,Linz,AT,West,Privatkunde,2023-08-04,1762.900350187713
K00311,Leon Fischer,Fischer AG,Berlin,DE,Nord,Kleinunternehmen,2022-09-17,2873.8152083720615
K00312,Sophie Meyer,,Basel,CH,Deutschschweiz,Privatkunde,2024-03-19,738.3622515040304
K00313,Jonas Fischer,,Dresden,DE,West,Privatkunde,2023-12-26,603.4370245346317
K00314,Felix Bauer,Bauer AG,Stuttgart,DE,Ost,Mittelstand,2024-04-27,21136.21281669995
K00315,Jonas Fischer,Fischer KG,Dresden,DE,Nord,Mittelstand,2023-08-19,28590.98320598247
K00316,Tim Wagner,Wagner AG,Köln,DE,Ost,Kleinunternehmen,2023-11-03,7478.422646316918
K00317,Laura Hoffmann,,Luzern,CH,Romandie,Privatkunde,2022-06-14,1971.94563574587
K00318,Laura Müller,Müller KG,Hamburg,DE,West,Mittelstand,2023-01-06,39160.15988894612
K00319,Anna Weber,Weber e.K.,Dresden,DE,Nord,Mittelstand,2024-06-13,17528.99984020894
K00320,Paul Schmidt,,Zürich,CH,Deutschschweiz,Privatkunde,2022-01-28,1584.2214548127256
K00321,Marie Meyer,Meyer AG,Stuttgart,DE,Nord,Kleinunternehmen,2023-07-31,5714.7291022785685
K00322,Lena Schmidt,Schmidt KG,Stuttgart,DE,Ost,Mittelstand,2023-09-29,32478.511380873293
K00323,Lena Schneider,,Leipzig,DE,Süd,Privatkunde,2023-12-05,1690.9845745520092
K00324,Moritz Fischer,Fischer e.K.,Düsseldorf,DE,Nord,Mittelstand,2022-08-02,10538.370357054757
K00325,Tim Hoffmann,,Stuttgart,DE,Ost,Privatkunde,2023-11-11,1977.4844842113125
K00326,Lukas Becker,Becker e.K.,Graz,AT,Ost,Mittelstand,2022-04-07,21721.850968408395
K00327,Anna Koch,,Salzburg,AT,Ost,Privatkunde,2024-07-03,1161.6082373761756
K00328,Julia Hoffmann,Hoffmann e.K.,Nürnberg,DE,Ost,Mittelstand,2023-04-30,29037.472526509115
K00329,Marie Bauer,Bauer AG,Graz,AT,West,Kleinunternehmen,2024-02-14,7101.048539793822
K00330,Max Bauer,,München,DE,West,Privatkunde,2022-05-09,550.0754026795718
K00331,Sarah Meyer,,Köln,DE,Ost,Privatkunde,2024-02-26,1823.6245526110083
K00332,Leon Weber,Weber ,Wien,AT,Ost,Kleinunternehmen,2022-06-11,3744.6617147183874
K00333,Leon Hoffmann,Hoffmann KG,Basel,CH,Deutschschweiz,Mittelstand,2022-12-19,10880.924773071769
K00334,Lukas Bauer,Bauer ,Graz,AT,West,Kleinunternehmen,2022-09-22,8642.97635396242
K00335,Tim Schmidt,Schmidt e.K.,Hamburg,DE,Ost,Kleinunternehmen,2024-05-25,4855.45596244549
K00336,Sarah Schäfer,,Stuttgart,DE,West,Privatkunde,2022-10-04,669.4148126167603
K00337,Anna Hoffmann,Hoffmann KG,Berlin,DE,Nord,Kleinunternehmen,2024-07-31,3934.4531343594003
K00338,Max Weber,Weber e.K.,Düsseldorf,DE,Ost,Kleinunternehmen,2023-10-13,8828.029948050433
K00339,Anna Schmidt,,Berlin,DE,Ost,Privatkunde,2023-04-28,1529.490795029146
K00340,Julia Müller,,Düsseldorf,DE,Süd,Privatkunde,2024-08-25,609.0063074150245
K00341,Moritz Meyer,,Hamburg,DE,Ost,Privatkunde,2022-05-23,818.9665645566441
K00342,Sarah Fischer,,Köln,DE,Nord,Privatkunde,2023-04-05,849.1447206519331
K00343,Lukas Müller,,Salzburg,AT,Ost,Privatkunde,2023-10-08,1506.098467858751
K00344,Sarah Fischer,Fischer ,München,DE,Ost,Kleinunternehmen,2024-04-19,3466.365340001911
K00345,Laura Schäfer,Schäfer GmbH,Frankfurt,DE,Nord,Enterprise,2022-03-24,97958.22421690643
K00346,Paul Wagner,,Linz,AT,Ost,Privatkunde,2023-12-19,1590.006488105485
K00347,Moritz Fischer,Fischer ,Düsseldorf,DE,Nord,Mittelstand,2024-04-08,12050.228065967813
K00348,Sophie Hoffmann,Hoffmann KG,Dresden,DE,Ost,Kleinunternehmen,2024-03-31,4729.283557814629
K00349,Julia Becker,Becker AG,Dresden,DE,Ost,Enterprise,2024-05-22,49780.60029068304
K00350,Emma Müller,,Leipzig,DE,West,Privatkunde,2023-03-08,552.005400089725
K00351,Leon Fischer,Fischer ,München,DE,Nord,Kleinunternehmen,2024-08-20,6162.80971737204
K00352,Lukas Müller,Müller AG,Wien,AT,Ost,Enterprise,2023-12-29,96686.83627905643
K00353,Marie Bauer,Bauer GmbH,Düsseldorf,DE,West,Mittelstand,2023-10-21,36775.698698645385
K00354,Sophie Hoffmann,,Leipzig,DE,Nord,Privatkunde,2023-10-31,1459.4083417665229
K00355,Julia Schneider,Schneider e.K.,Salzburg,AT,West,Mittelstand,2022-07-13,18147.062942531196
K00356,Marie Meyer,Meyer GmbH,Dresden,DE,Nord,Mittelstand,2023-12-23,20855.59279615416
K00357,Julia Schäfer,Schäfer GmbH,Nürnberg,DE,West,Mittelstand,2023-03-17,19940.410213091523
K00358,Paul Fischer,,Leipzig,DE,Süd,Privatkunde,2024-04-03,1386.3011619065624
K00359,Laura Koch,Koch e.K.,Berlin,DE,Süd,Enterprise,2024-06-10,46368.101614822066
K00360,Lena Koch,Koch GmbH,Köln,DE,Nord,Mittelstand,2024-02-16,34500.465263521546
K00361,Tim Wagner,Wagner GmbH,Berlin,DE,Ost,Kleinunternehmen,2023-07-05,6201.59935255089
K00362,Sarah Müller,Müller e.K.,Linz,AT,Ost,Mittelstand,2022-01-19,22330.632257966376
K00363,Emma Müller,,Luzern,CH,Deutschschweiz,Privatkunde,2022-10-28,1577.643844728103
K00364,Sarah Wagner,,Luzern,CH,Romandie,Privatkunde,2023-11-01,886.4108305005827
K00365,Sophie Müller,Müller e.K.,Frankfurt,DE,Süd,Mittelstand,2023-08-17,12768.543762197718
K00366,Julia Schäfer,,Leipzig,DE,Ost,Privatkunde,2024-01-25,1032.1569377539763
K00367,Lukas Koch,,Luzern,CH,Deutschschweiz,Privatkunde,2024-08-30,515.1967760416151
K00368,Julia Schneider,,Stuttgart,DE,Nord,Privatkunde,2022-03-25,1456.815638995451
K00369,Sarah Becker,,Innsbruck,AT,West,Privatkunde,2022-09-15,517.5599160963561
K00370,Paul Schäfer,Schäfer ,Hamburg,DE,West,Kleinunternehmen,2022-08-01,8560.169724299147
K00371,Marie Bauer,,Dresden,DE,West,Privatkunde,2022-10-04,1538.739240003838
K00372,Leon Meyer,Meyer AG,Hamburg,DE,Nord,Mittelstand,2022-01-30,23392.585492047467
K00373,Moritz Hoffmann,,Linz,AT,Ost,Privatkunde,2022-03-04,648.3104264609532
K00374,Sophie Bauer,,Bern,CH,Deutschschweiz,Privatkunde,2024-07-17,1288.7188983099857
K00375,Laura Müller,Müller GmbH,Köln,DE,West,Mittelstand,2023-07-13,14633.792416699713
K00376,Moritz Koch,Koch KG,München,DE,Ost,Enterprise,2024-03-27,32594.49359613692
K00377,Julia Meyer,Meyer GmbH,Graz,AT,West,Mittelstand,2022-01-31,30648.227073407113
K00378,Tim Schneider,Schneider KG,Köln,DE,Süd,Enterprise,2023-07-11,53815.50347393502
K00379,Lena Schneider,Schneider AG,Stuttgart,DE,West,Kleinunternehmen,2022-09-19,8171.602104626327
K00380,Leon Schäfer,,Nürnberg,DE,Nord,Privatkunde,2022-05-04,970.9500760660293
K00381,Max Koch,,Genf,CH,Romandie,Privatkunde,2023-03-07,727.3764393048199
K00382,Jonas Müller,,Stuttgart,DE,Ost,Privatkunde,2024-06-27,1312.5572186150061
K00383,Lena Schmidt,Schmidt ,Linz,AT,Ost,Kleinunternehmen,2023-07-17,3828.781939538991
K00384,Sophie Schneider,,Köln,DE,Ost,Privatkunde,2023-01-20,1370.701401490544
K00385,Tim Fischer,,Hamburg,DE,Nord,Privatkunde,2023-03-11,1673.582494190131
K00386,Laura Schäfer,Schäfer KG,Graz,AT,West,Kleinunternehmen,2022-06-14,7981.135215338566
K00387,Marie Schneider,,Köln,DE,Nord,Privatkunde,2022-03-05,1389.5217505408966
K00388,Marie Weber,Weber KG,Stuttgart,DE,Nord,Kleinunternehmen,2023-05-02,3436.1561047513624
K00389,Julia Meyer,,Salzburg,AT,Ost,Privatkunde,2023-06-13,1923.668214634161
K00390,Felix Schäfer,Schäfer e.K.,Frankfurt,DE,Ost,Kleinunternehmen,2022-04-12,6418.331090540983
K00391,Emma Hoffmann,,Düsseldorf,DE,West,Privatkunde,2023-05-14,1365.9185438496968
K00392,Moritz Fischer,Fischer ,Basel,CH,Romandie,Kleinunternehmen,2022-06-12,4003.5588664630204
K00393,Max Müller,Müller KG,Frankfurt,DE,Nord,Kleinunternehmen,2023-07-29,9125.985722395455
K00394,Marie Meyer,,Düsseldorf,DE,Ost,Privatkunde,2023-11-14,1808.0725076705116
K00395,Jonas Becker,,Köln,DE,Ost,Privatkunde,2023-07-01,816.0574458008048
K00396,Lena Müller,Müller KG,Basel,CH,Deutschschweiz,Mittelstand,2022-03-06,20253.47214210285
K00397,Leon Bauer,,Köln,DE,Nord,Privatkunde,2022-05-08,1713.7747567085466
K00398,Felix Hoffmann,Hoffmann AG,Basel,CH,Romandie,Mittelstand,2024-07-30,18410.033823745627
K00399,Sarah Bauer,Bauer ,Linz,AT,Ost,Kleinunternehmen,2023-11-16,7733.172070550721
K00400,Anna Becker,,Hamburg,DE,West,Privatkunde,2023-10-19,1250.936402105627
K00401,Paul Becker,Becker e.K.,Salzburg,AT,West,Enterprise,2022-10-17,46075.33741815352
K00402,Leon Wagner,Wagner GmbH,Linz,AT,West,Kleinunternehmen,2024-07-01,7303.57031631883
K00403,Jonas Hoffmann,Hoffmann GmbH,Luzern,CH,Deutschschweiz,Kleinunternehmen,2022-07-02,6273.129630848773
K00404,Sophie Fischer,,Nürnberg,DE,Ost,Privatkunde,2022-06-09,1289.417690507304
K00405,Marie Fischer,,Frankfurt,DE,Nord,Privatkunde,2022-07-24,1875.1875360535025
K00406,Anna Schmidt,Schmidt AG,Salzburg,AT,Ost,Mittelstand,2023-10-01,11629.961044687116
K00407,Paul Schäfer,Schäfer AG,Wien,AT,Ost,Mittelstand,2022-04-06,27804.572889278043
K00408,Leon Bauer,Bauer GmbH,Bern,CH,Romandie,Enterprise,2024-04-11,48720.26122969801
K00409,Tim Schmidt,Schmidt e.K.,Berlin,DE,West,Mittelstand,2023-03-28,33667.974153280215
K00410,Emma Becker,,Luzern,CH,Deutschschweiz,Privatkunde,2024-08-29,1512.710091724502
K00411,Julia Koch,Koch GmbH,Düsseldorf,DE,Süd,Kleinunternehmen,2023-09-24,7568.858098482523
K00412,Leon Müller,,Köln,DE,Nord,Privatkunde,2023-06-20,1641.5566853761745
K00413,Sophie Schneider,Schneider KG,Zürich,CH,Romandie,Mittelstand,2023-10-14,39983.98744646892
K00414,Emma Hoffmann,Hoffmann KG,Stuttgart,DE,Ost,Kleinunternehmen,2022-10-30,3332.331434388611
K00415,Felix Hoffmann,Hoffmann ,Hamburg,DE,Ost,Enterprise,2022-07-29,66405.20234900333
K00416,Marie Koch,Koch GmbH,München,DE,Ost,Kleinunternehmen,2022-04-10,7583.599002325332
K00417,Felix Fischer,Fischer AG,München,DE,Nord,Mittelstand,2022-01-03,19468.8203129005
K00418,Marie Müller,,Köln,DE,Ost,Privatkunde,2022-12-22,628.0120047264872
K00419,Lena Weber,Weber e.K.,Dresden,DE,Nord,Mittelstand,2024-03-25,35064.40677226583
K00420,Marie Müller,Müller e.K.,Köln,DE,Süd,Kleinunternehmen,2023-02-02,5602.320061889765
K00421,Sophie Becker,,Stuttgart,DE,Nord,Privatkunde,2023-06-25,1196.1427391802556
K00422,Sophie Wagner,,Genf,CH,Romandie,Privatkunde,2022-06-05,900.8789446903929
K00423,Leon Schäfer,Schäfer KG,Nürnberg,DE,Ost,Mittelstand,2022-06-24,34214.66612094647
K00424,Leon Hoffmann,Hoffmann GmbH,Stuttgart,DE,West,Enterprise,2022-02-24,63847.03957844342
K00425,Sophie Schneider,Schneider GmbH,Köln,DE,Ost,Kleinunternehmen,2022-06-09,9239.204535061295
K00426,Marie Koch,Koch e.K.,Wien,AT,West,Kleinunternehmen,2023-09-08,2992.7114421577435
K00427,Moritz Bauer,Bauer e.K.,München,DE,Süd,Kleinunternehmen,2022-08-06,6866.565698261734
K00428,Anna Koch,,Luzern,CH,Romandie,Privatkunde,2022-05-23,1341.9403144226042
K00429,Felix Schäfer,,Wien,AT,Ost,Privatkunde,2023-03-17,1433.620462348995
K00430,Leon Becker,Becker e.K.,Innsbruck,AT,Ost,Mittelstand,2024-05-12,30223.90886608189
K00431,Laura Meyer,,Berlin,DE,West,Privatkunde,2023-12-01,1308.2195135594286
K00432,Leon Fischer,Fischer e.K.,München,DE,Süd,Mittelstand,2022-12-27,23430.202762312547
K00433,Moritz Schäfer,Schäfer ,München,DE,Süd,Kleinunternehmen,2023-07-12,3071.7941348017334
K00434,Lena Schneider,Schneider ,Stuttgart,DE,Süd,Kleinunternehmen,2023-06-04,4068.8909905594583
K00435,Paul Schmidt,,Berlin,DE,Nord,Privatkunde,2023-06-07,1087.7874446136184
K00436,Julia Becker,,Wien,AT,West,Privatkunde,2024-04-11,1929.5300317683489
K00437,Felix Wagner,,Köln,DE,Nord,Privatkunde,2024-05-19,1433.5148969258692
K00438,Tim Schmidt,,Genf,CH,Romandie,Privatkunde,2022-09-30,1940.2034066081708
K00439,Paul Schäfer,,München,DE,Süd,Privatkunde,2022-01-08,1659.6335625461993
K00440,Tim Fischer,,Berlin,DE,West,Privatkunde,2023-08-23,1645.368603299859
K00441,Sophie Weber,,Genf,CH,Deutschschweiz,Privatkunde,2024-09-14,1889.2911026476731
K00442,Laura Schmidt,,Köln,DE,Ost,Privatkunde,2023-07-21,1593.2921634049203
K00443,Lukas Bauer,Bauer ,Köln,DE,West,Enterprise,2022-06-22,33887.696769861366
K00444,Lukas Müller,,Leipzig,DE,West,Privatkunde,2023-11-03,1269.0803717189424
K00445,Sarah Schneider,Schneider KG,Hamburg,DE,Ost,Mittelstand,2023-09-17,23330.960477245433
K00446,Paul Fischer,,Berlin,DE,Süd,Privatkunde,2023-11-24,1037.8676922873099
K00447,Paul Fischer,Fischer e.K.,Graz,AT,Ost,Mittelstand,2024-05-04,25178.737232047948
K00448,Max Meyer,Meyer AG,Dresden,DE,Nord,Enterprise,2024-01-19,41866.766261193436
K00449,Julia Schäfer,Schäfer KG,Leipzig,DE,West,Kleinunternehmen,2023-02-07,3578.607627361103
K00450,Leon Weber,,Düsseldorf,DE,West,Privatkunde,2023-04-07,1670.5482545103225
K00451,Laura Hoffmann,Hoffmann KG,München,DE,Ost,Mittelstand,2022-04-22,35650.90604859805
K00452,Moritz Schneider,Schneider ,Dresden,DE,West,Enterprise,2024-06-15,55705.905386276376
K00453,Laura Becker,,Innsbruck,AT,West,Privatkunde,2022-01-04,727.3926122001491
K00454,Paul Weber,Weber ,Luzern,CH,Romandie,Mittelstand,2024-04-09,25960.650369527553
K00455,Lena Becker,Becker ,Stuttgart,DE,Süd,Enterprise,2022-11-13,57811.14449561573
K00456,Lukas Fischer,Fischer GmbH,Genf,CH,Romandie,Kleinunternehmen,2024-08-22,8193.017044437818
K00457,Lukas Hoffmann,Hoffmann KG,Köln,DE,Nord,Mittelstand,2022-02-16,34200.805590842174
K00458,Max Koch,Koch AG,Luzern,CH,Romandie,Kleinunternehmen,2022-07-21,2655.0352666892836
K00459,Lena Meyer,,Dresden,DE,Nord,Privatkunde,2023-05-20,1042.565382289371
K00460,Marie Müller,,Zürich,CH,Deutschschweiz,Privatkunde,2024-04-12,1562.7345462391959
K00461,Anna Becker,Becker KG,Berlin,DE,Nord,Kleinunternehmen,2022-07-17,9407.458908224318
K00462,Anna Koch,Koch GmbH,Innsbruck,AT,West,Kleinunternehmen,2023-04-22,3566.2783502792167
K00463,Max Müller,Müller e.K.,Frankfurt,DE,Ost,Mittelstand,2024-05-29,26862.183832077135
K00464,Moritz Fischer,Fischer e.K.,Zürich,CH,Deutschschweiz,Kleinunternehmen,2024-07-02,2620.4639873575466
K00465,Max Schmidt,,Linz,AT,West,Privatkunde,2023-12-02,646.2714884613462
K00466,Max Becker,Becker KG,Hamburg,DE,Süd,Kleinunternehmen,2022-07-12,4816.258180055056
K00467,Sarah Schneider,,Leipzig,DE,Nord,Privatkunde,2023-10-21,1094.8305229849448
K00468,Sophie Bauer,Bauer AG,Nürnberg,DE,Nord,Mittelstand,2023-01-11,34492.323548950924
K00469,Felix Schneider,Schneider AG,Leipzig,DE,West,Kleinunternehmen,2024-02-23,9864.292735574045
K00470,Max Müller,Müller e.K.,Frankfurt,DE,Ost,Mittelstand,2022-05-06,21720.463329578175
K00471,Jonas Bauer,Bauer ,Berlin,DE,Süd,Kleinunternehmen,2022-04-28,4353.486659960439
K00472,Marie Weber,Weber KG,München,DE,Ost,Kleinunternehmen,2023-03-26,4040.51056358522
K00473,Felix Wagner,,Berlin,DE,Nord,Privatkunde,2023-06-10,1671.493840422487
K00474,Laura Schmidt,,Innsbruck,AT,West,Privatkunde,2024-04-10,1148.028391391759
K00475,Max Schmidt,Schmidt AG,Bern,CH,Romandie,Kleinunternehmen,2022-11-21,9842.18130280828
K00476,Max Koch,Koch GmbH,München,DE,Süd,Kleinunternehmen,2022-07-23,3055.3166343426096
K00477,Anna Bauer,,München,DE,Nord,Privatkunde,2024-03-02,1485.1340952118358
K00478,Paul Meyer,Meyer e.K.,Basel,CH,Deutschschweiz,Enterprise,2024-09-13,57278.10622680949
K00479,Anna Weber,Weber AG,Linz,AT,West,Mittelstand,2024-07-06,38950.46108363416
K00480,Emma Meyer,,Nürnberg,DE,Nord,Privatkunde,2024-01-15,1288.6343293387024
K00481,Lukas Schäfer,Schäfer GmbH,München,DE,Nord,Mittelstand,2022-09-23,28367.74452285534
K00482,Laura Meyer,Meyer e.K.,Hamburg,DE,Ost,Enterprise,2023-09-02,53016.610078576145
K00483,Felix Müller,Müller GmbH,Berlin,DE,Nord,Kleinunternehmen,2022-06-13,9547.38633470131
K00484,Emma Meyer,,Dresden,DE,Nord,Privatkunde,2022-06-25,1497.4917743566607
K00485,Tim Weber,Weber GmbH,Stuttgart,DE,Süd,Mittelstand,2024-07-12,35839.58877445272
K00486,Lukas Becker,Becker e.K.,Linz,AT,Ost,Kleinunternehmen,2024-02-24,6601.569744070334
K00487,Felix Müller,Müller ,Graz,AT,West,Mittelstand,2022-05-31,11500.557304633365
K00488,Tim Schmidt,Schmidt KG,Zürich,CH,Deutschschweiz,Enterprise,2022-03-02,56857.86478187896
K00489,Sarah Wagner,Wagner AG,Berlin,DE,West,Kleinunternehmen,2022-12-04,8538.177388717471
K00490,Sarah Schneider,Schneider AG,Linz,AT,Ost,Kleinunternehmen,2024-05-19,8071.611202509542
K00491,Jonas Meyer,Meyer KG,Linz,AT,West,Kleinunternehmen,2024-05-06,5002.050917717824
K00492,Anna Becker,,Zürich,CH,Romandie,Privatkunde,2022-07-06,1181.5181346014826
K00493,Anna Bauer,Bauer KG,Stuttgart,DE,Süd,Kleinunternehmen,2023-07-03,8379.905190170166
K00494,Jonas Fischer,Fischer ,Stuttgart,DE,Ost,Kleinunternehmen,2024-05-24,6183.217970373739
K00495,Marie Schmidt,,Zürich,CH,Deutschschweiz,Privatkunde,2022-05-01,890.3548969778441
K00496,Leon Schmidt,Schmidt KG,Köln,DE,Nord,Mittelstand,2023-09-13,34794.64270587287
K00497,Julia Bauer,Bauer KG,Frankfurt,DE,Nord,Enterprise,2022-11-08,66503.51408993106
K00498,Paul Wagner,,Nürnberg,DE,Ost,Privatkunde,2024-03-24,1870.682665809889
K00499,Lena Schäfer,Schäfer GmbH,Genf,CH,Romandie,Kleinunternehmen,2024-05-30,3269.2597193769234
K00500,Marie Hoffmann,Hoffmann ,Hamburg,DE,Nord,Kleinunternehmen,2023-03-02,9132.824102672284
K00501,Marie Hoffmann,Hoffmann ,Hamburg,DE,Süd,Kleinunternehmen,2022-08-27,7552.340631061808
K00502,Paul Müller,Müller ,Frankfurt,DE,West,Kleinunternehmen,2023-03-26,6489.168092556357
K00503,Tim Schäfer,Schäfer KG,Wien,AT,West,Enterprise,2024-08-31,34112.15433158241
K00504,Lena Bauer,Bauer KG,Hamburg,DE,Ost,Mittelstand,2022-07-25,15007.932124525043
K00505,Julia Becker,Becker KG,Hamburg,DE,Süd,Mittelstand,2023-05-24,22442.074809024132
K00506,Laura Schäfer,,Wien,AT,Ost,Privatkunde,2023-03-25,805.5007066590273
K00507,Emma Müller,,Stuttgart,DE,Nord,Privatkunde,2022-09-02,675.8058585203502
K00508,Paul Weber,Weber AG,Leipzig,DE,Süd,Kleinunternehmen,2022-11-01,7591.732938083804
K00509,Max Koch,Koch GmbH,Innsbruck,AT,Ost,Enterprise,2022-09-08,60569.12657327151
K00510,Julia Hoffmann,,Köln,DE,West,Privatkunde,2024-04-01,1585.165493532368
K00511,Emma Hoffmann,,Berlin,DE,Nord,Privatkunde,2023-05-14,691.0796240005089
K00512,Lukas Schmidt,Schmidt GmbH,Düsseldorf,DE,Süd,Kleinunternehmen,2023-03-05,6132.5831971863145
K00513,Emma Schmidt,Schmidt e.K.,Dresden,DE,Ost,Enterprise,2024-01-21,65632.07232006725
K00514,Paul Schmidt,,Genf,CH,Romandie,Privatkunde,2024-04-13,1270.0523153373733
K00515,Lena Schneider,,Genf,CH,Romandie,Privatkunde,2024-04-30,605.0052681995986
K00516,Tim Bauer,Bauer e.K.,Linz,AT,Ost,Kleinunternehmen,2024-04-22,7425.471135412059
K00517,Sarah Müller,Müller GmbH,Linz,AT,West,Mittelstand,2022-12-14,28959.660411885674
K00518,Sophie Becker,Becker GmbH,Leipzig,DE,West,Enterprise,2022-09-07,66102.42674981801
K00519,Max Schneider,Schneider ,Düsseldorf,DE,Ost,Kleinunternehmen,2022-07-30,7153.5533878897795
K00520,Marie Schäfer,Schäfer GmbH,Salzburg,AT,Ost,Kleinunternehmen,2023-02-04,8190.364908729405
K00521,Leon Meyer,,Nürnberg,DE,Ost,Privatkunde,2023-07-28,734.7150740054009
K00522,Tim Hoffmann,Hoffmann ,Stuttgart,DE,Ost,Mittelstand,2024-08-12,35845.41121680681
K00523,Emma Müller,,Bern,CH,Romandie,Privatkunde,2023-12-31,1544.2342177068879
K00524,Emma Müller,,Nürnberg,DE,West,Privatkunde,2023-01-19,1324.0139673541364
K00525,Paul Müller,,Hamburg,DE,Süd,Privatkunde,2024-09-16,904.267793438409
K00526,Sophie Wagner,Wagner AG,Nürnberg,DE,Süd,Mittelstand,2024-09-25,33303.71450221681
K00527,Julia Müller,,Salzburg,AT,West,Privatkunde,2023-06-24,825.8463296795162
K00528,Emma Schneider,Schneider ,Stuttgart,DE,Süd,Kleinunternehmen,2024-04-07,2792.3449049584783
K00529,Laura Becker,Becker ,Wien,AT,West,Mittelstand,2023-03-31,39884.730204963365
K00530,Marie Meyer,Meyer KG,Graz,AT,West,Mittelstand,2022-10-03,37092.81183629615
K00531,Lukas Koch,,Basel,CH,Romandie,Privatkunde,2023-11-06,1356.7434479335416
K00532,Tim Weber,Weber KG,Berlin,DE,West,Enterprise,2024-08-07,67463.55184188031
